Constituency,Winner_Party,Winner_Alliance,Electors_2026,New_Voters,Elector_Growth,DMK_Alliance_Share,AIADMK_Alliance_Share,NTK_share,DMK_share_adj,AIADMK_share_adj,TVK_share_adj,Others_share_adj,Winner_adj,LR_DMK_WinProb,Seat_Risk
Sankari,AIADMK,AIADMK_Alliance,258678,0.0,0.8108494425131888,0.41088582414412245,0.49719479691879764,0.04676917247585545,0.357112479460118,0.3852493545545591,0.237367120593289,0.020271045392033993,AIADMK_Alliance,0.038308856131666055,AIADMK Safe
Sattur,DMK,DMK_Alliance,227963,0.0,0.8653383338774209,0.38676003608244736,0.32847019808846456,0.06583482373307331,0.37406767165506655,0.27172080187440917,0.15979633839131566,0.19441518807920857,DMK_Alliance,0.9126015502548619,DMK Safe
Senthamangalam,DMK,DMK_Alliance,227327,0.0,0.8306488742079993,0.45514593319446883,0.402479484026401,0.05849373854995357,0.4348380241640916,0.33031438589968576,0.19434054812108958,0.04050704181513305,DMK_Alliance,0.9256332082189161,DMK Safe
Sholavandan,DMK,DMK_Alliance,212502,0.0,0.8821903022251744,0.4803804722828907,0.40360741555990215,0.07947034973568809,0.4844682542764126,0.37149672995790567,0.1225888704038845,0.02144614536179722,DMK_Alliance,0.9864091972048482,DMK Safe
Sholinghur,INC,DMK_Alliance,256118,0.0,0.8319787423418507,0.49184994801636706,0.37272041729694033,0.04308617681574591,0.4840925224312855,0.32969549237321427,0.1196142052019517,0.0665977799935485,DMK_Alliance,0.9896445290801734,DMK Safe
Shozhinganallur,DMK,DMK_Alliance,536991,3536.0,1.0066284878762033,0.4417556102020059,0.3606622806452859,0.10009398617244532,0.4388542274439557,0.29658079430375817,0.2074067781329665,0.057158200119319574,DMK_Alliance,0.9439087218885459,DMK Safe
Singanallur,AIADMK,AIADMK_Alliance,266058,0.0,0.9587641125617565,0.3484291237049614,0.40215621148296465,0.04141153642443112,0.32719607830822633,0.34695883447140097,0.1451414826412005,0.18070360457917206,AIADMK_Alliance,0.07339879544509814,AIADMK Safe
Sirkazhi,DMK,DMK_Alliance,239469,0.0,0.9111902560414598,0.49160851953482293,0.4281144649157193,0.05756174049392395,0.43299114480604783,0.3102360693921343,0.2367495956349548,0.020023190166862975,DMK_Alliance,0.9631290223956642,DMK Safe
Sivaganga,AIADMK,AIADMK_Alliance,276156,0.0,0.9950384278626325,0.35091366237057275,0.4066094514066243,0.11136188157035101,0.35503443129196577,0.3778550319908735,0.15941937504155637,0.1076911616756043,AIADMK_Alliance,0.2923848140251816,AIADMK Safe
Sivakasi,INC,DMK_Alliance,225461,0.0,0.8869956921140114,0.42663215291250334,0.333039714234762,0.11275513788388895,0.43125215417604906,0.2761671946611939,0.19839346147733436,0.09418718968542265,DMK_Alliance,0.9940180240796176,DMK Safe
Sriperumbudur,INC,DMK_Alliance,375921,12924.0,1.0356036000297524,0.4365099787332269,0.39534250100279267,0.08337937350054113,0.4238603353000695,0.3239090467656406,0.20755888685312993,0.04467173108115985,DMK_Alliance,0.8832388336749777,DMK Safe
Srirangam,DMK,DMK_Alliance,283862,0.0,0.8601878787878788,0.47412587412587415,0.39122960372960375,0.07455461205461206,0.44699704508499116,0.3011140216087299,0.23060144682511333,0.021287486481165643,DMK_Alliance,0.9777419951382024,DMK Safe
Srivaikuntam,INC,DMK_Alliance,212885,0.0,0.9427824893160027,0.4674546494227002,0.3617765503145037,0.07729368681031232,0.4659890546364295,0.3108349130703275,0.16249420339521004,0.06068182889803296,DMK_Alliance,0.9945369400986086,DMK Safe
Srivilliputhur,AIADMK,AIADMK_Alliance,222367,0.0,0.8748613154767994,0.31202611341392894,0.380865655348332,0.10996600716605688,0.31286481038052916,0.3524967179309098,0.1508517530070318,0.18378671868152924,AIADMK_Alliance,0.17130424978333042,AIADMK Safe
Sulur,AIADMK,AIADMK_Alliance,303541,0.0,0.9144426268523623,0.3601693337140445,0.49230922024555873,0.05969716908128598,0.33246730887215376,0.4224282254581796,0.20227263145501417,0.042831834214652566,AIADMK_Alliance,0.006564739487235269,AIADMK Safe
Tambaram,DMK,DMK_Alliance,323677,0.0,0.9464544181245595,0.46929725908550496,0.3213907008129559,0.07829921917676168,0.4607859877337779,0.2519361997369719,0.19351379678358432,0.09376401574566595,DMK_Alliance,0.9975259188414148,DMK Safe
Tenkasi,INC,DMK_Alliance,279585,0.0,0.9506331093762751,0.41714928914379656,0.4154211893063314,0.0716274029928821,0.39694882643712637,0.3427023134904363,0.20954033508621947,0.0508085249862179,DMK_Alliance,0.6506596068397688,DMK Safe
Thalli,CPI,DMK_Alliance,235984,0.0,0.8854469183607615,0.6217903124387956,0.33199843316737276,0.019461710527672118,0.5852393944066393,0.26480382758057674,0.13008638191534444,0.01987039609743946,DMK_Alliance,0.9999873554128902,DMK Safe
Thanjavur,DMK,DMK_Alliance,249064,0.0,0.9305133694234915,0.5325491765840942,0.31237458880523866,0.08912085148748582,0.5549091230857013,0.28344762873860246,0.11897967843576071,0.04266356973993553,DMK_Alliance,0.999942652156961,DMK Safe
Thiru-Vi-Ka-Nagar,DMK,DMK_Alliance,178793,0.0,0.9735635563687054,0.6112897917663954,0.21317765677357586,0.08168531594064146,0.6488204307094875,0.19845128699421427,0.06737761334612657,0.08535066895017168,DMK_Alliance,0.9999999555965893,DMK Safe
Thirumangalam,AIADMK,AIADMK_Alliance,259225,0.0,0.85587266159972,0.3911698677974557,0.4550579378217193,0.05257715594457924,0.3678278931430503,0.3902115109799762,0.1801996623609255,0.061760933516048076,AIADMK_Alliance,0.08414916788192742,AIADMK Safe
Thirumayam,DMK,DMK_Alliance,219279,0.0,0.9172781045286839,0.4099786819589613,0.40203756801949075,0.06355764202929363,0.38394618655245843,0.3216077808486733,0.21543326937585677,0.07901276322301141,DMK_Alliance,0.7127614727344489,DMK Safe
Thiruparankundram,AIADMK,AIADMK_Alliance,307783,0.0,0.950041362109838,0.3145826354998325,0.4396160255078461,0.09634130312191275,0.2925391096784364,0.37532065696449646,0.22232785468877947,0.10981237866828764,AIADMK_Alliance,0.01415772254784808,AIADMK Safe
Thiruporur,VCK,DMK_Alliance,289401,0.0,0.9292321820184241,0.414388984205814,0.40580163984316076,0.09009875225489461,0.4064752807324452,0.3480909631110289,0.19578660519562796,0.049647150960897925,DMK_Alliance,0.7644864625641827,DMK Safe
Thiruthuraipoondi,CPI,DMK_Alliance,225363,0.0,0.8826065842138655,0.5223201316936187,0.36056507752063094,0.08264204942814413,0.5140031547534941,0.30130962955287005,0.16344111014944723,0.021246105544188612,DMK_Alliance,0.999488755482396,DMK Safe
Thiruvaiyaru,DMK,DMK_Alliance,256377,0.0,0.8827618739369065,0.48815210708035756,0.23440382159580003,0.07482381875798136,0.46973389427531226,0.13756604528596528,0.23159046962437843,0.161109590814344,DMK_Alliance,0.9999565434703411,DMK Safe
Thiruvallur,DMK,DMK_Alliance,248651,0.0,0.844918277889157,0.5027422132811807,0.39678309209635787,0.07014464883333411,0.4799809067308566,0.32656033231079196,0.17264719228628383,0.020811568672067605,DMK_Alliance,0.9929059531450466,DMK Safe
Thiruvarur,DMK,DMK_Alliance,257892,0.0,0.9013641463337912,0.5228575543713092,0.277171251620337,0.12626626338278363,0.5564875996846785,0.23336642965673557,0.1677195831284213,0.04242638753016462,DMK_Alliance,0.9999882263817509,DMK Safe
Thiruverumbur,DMK,DMK_Alliance,256239,0.0,0.9468520667203701,0.5351118961692883,0.2944983325973413,0.07978661306614285,0.5254926081861587,0.20800089256678606,0.2240635231502101,0.04244297609684515,DMK_Alliance,0.9999646239221192,DMK Safe
Thiruvidaimarudur,DMK,DMK_Alliance,254453,0.0,0.9334607525560271,0.48256452636989405,0.42874635921107,0.056317587656087804,0.44893982410716987,0.34819454933899163,0.18236962228274184,0.020496004271096702,DMK_Alliance,0.9404353394757424,DMK Safe
Thiruvottiyur,DMK,DMK_Alliance,240586,0.0,0.8757498543972044,0.44093381867637355,0.25262505250105,0.24298985979719595,0.5053487468090647,0.19022496497409422,0.2783481889782967,0.026078099238544324,DMK_Alliance,0.9999902955320105,DMK Safe
Thiyagarayanagar,DMK,DMK_Alliance,154943,0.0,0.8167059356831491,0.40571556829865185,0.4047236340993672,0.05997943727645279,0.40361190613002207,0.37456572090981693,0.11196383662140451,0.10985853633875657,DMK_Alliance,0.6989592613601695,DMK Safe
Thondamuthur,AIADMK,AIADMK_Alliance,287442,0.0,0.9077220894136669,0.3582815326355241,0.5388646212439976,0.034884679283914095,0.3368641235690204,0.48960678495339344,0.137470850446579,0.036058241031007195,AIADMK_Alliance,0.0007338697844576503,AIADMK Safe
Thoothukkudi,DMK,DMK_Alliance,248300,0.0,0.9594244226258786,0.4899711794147776,0.24438582430589098,0.16420302854989463,0.5556653210875628,0.23126459784922215,0.1222679085118816,0.09080217255133358,DMK_Alliance,0.9999946516491863,DMK Safe
Thousand Lights,DMK,DMK_Alliance,153908,0.0,0.824223080259839,0.5286670589966161,0.2898705311166691,0.06535236133588347,0.5219523896115266,0.22277866160562443,0.1747203496259253,0.08054859915692383,DMK_Alliance,0.9999658818174836,DMK Safe
Thuraiyur,DMK,DMK_Alliance,209011,0.0,0.865154726228124,0.49913575473629146,0.37364393095135207,0.0748140735518206,0.4759902359584944,0.2896239951995969,0.21317772425683013,0.021208044585078425,DMK_Alliance,0.9975623489681277,DMK Safe
Tindivanam,AIADMK,AIADMK_Alliance,217609,0.0,0.8678705745815369,0.424015821363223,0.49224271110672846,0.05041689949489969,0.4040182394626319,0.4408060389883876,0.13453255885895124,0.020643162690029252,AIADMK_Alliance,0.12114136377157333,AIADMK Safe
Tiruchendur,DMK,DMK_Alliance,230702,0.0,0.9622727291686654,0.5057638538754182,0.36102007608745473,0.08630311225191364,0.5146248917554256,0.3217156775870273,0.14190613918225334,0.02175329147529361,DMK_Alliance,0.9991132696762549,DMK Safe
Tiruchengodu,DMK,DMK_Alliance,206928,0.0,0.8157498442834278,0.4423482013765169,0.42685020225376213,0.07563261836041783,0.42182421572858253,0.354760688060556,0.20205911497246806,0.021355981238393468,DMK_Alliance,0.8406008698550325,DMK Safe
Tiruchirappalli (East),DMK,DMK_Alliance,217397,0.0,0.9155870956873315,0.5455523672883787,0.2343279955569954,0.08279724163465543,0.5694224781822717,0.20472572132568947,0.10151081388308464,0.12434098660895439,DMK_Alliance,0.9999978509117099,DMK Safe
Tiruchirappalli (West),DMK,DMK_Alliance,235903,0.0,0.9379468013200271,0.6451864838147668,0.1803614438090869,0.08588250072365224,0.6748180629753779,0.13533760885730056,0.12393804360436121,0.0659062845629603,DMK_Alliance,0.9999999955226622,DMK Safe
Tiruchuli,DMK,DMK_Alliance,204293,0.0,0.8606231411504015,0.5915422050679644,0.23860170938192593,0.07978080099067768,0.6007615431282782,0.17515599701216572,0.16826381843165006,0.05581864142790599,DMK_Alliance,0.999999635892812,DMK Safe
Tirukkoyilur,DMK,DMK_Alliance,241003,0.0,0.8941635222925919,0.5655982916872646,0.33277952470988753,0.05922014912061646,0.557966626842659,0.277707405624273,0.1433287746759167,0.020997192857151212,DMK_Alliance,0.9999422806178637,DMK Safe
Tirunelveli,BJP,AIADMK_Alliance,273520,2109.0,1.0077705030378283,0.3500989437564212,0.4670448966784252,0.09698006447792618,0.3403580815242371,0.4199168468904134,0.1916412386339497,0.04808383295139981,AIADMK_Alliance,0.03506185843143069,AIADMK Safe
Tirupattur,DMK,DMK_Alliance,224918,0.0,0.8806568571406197,0.5191308556983811,0.36724573764319907,0.06522347119883827,0.5160499263584785,0.31846365370616225,0.1442161006903844,0.02127031924497476,DMK_Alliance,0.998872151600911,DMK Safe
Tiruppattur,DMK,DMK_Alliance,273456,0.0,0.9445346339037145,0.49192943833445624,0.31460482240968657,0.06913354146304432,0.4784250916155477,0.23789200386872636,0.20015574607890332,0.08352715843682247,DMK_Alliance,0.9993315264890144,DMK Safe
Tiruppur (North),AIADMK,AIADMK_Alliance,310138,0.0,0.948292151940535,0.3077885859247686,0.49061287233506373,0.09706332006115283,0.27102065204737047,0.40364367080451197,0.2794175918272638,0.045918085320853744,AIADMK_Alliance,0.0018377302943405726,AIADMK Safe
Tiruppur (South),DMK,DMK_Alliance,193614,0.0,0.8081223782791076,0.4330688346386267,0.4060704743776445,0.0739487896891376,0.43364075881133085,0.3704761684398979,0.13604122428909976,0.059841848459671686,DMK_Alliance,0.8829510018815686,DMK Safe
Tiruttani,DMK,DMK_Alliance,260084,0.0,0.8139376224424012,0.5172037279042575,0.4083370589449068,0.051615482495357315,0.47295010026987677,0.3154617032251999,0.1914486562719774,0.020139540232945948,DMK_Alliance,0.9897313655210184,DMK Safe
Tiruvadanai,INC,DMK_Alliance,282121,4903.0,1.0176864417173488,0.39325124495206004,0.3246141267992964,0.08176300076803013,0.4020179246182613,0.2993520704958654,0.10735308715192987,0.19127691773394345,DMK_Alliance,0.9553742946898984,DMK Safe
Tiruvannamalai,DMK,DMK_Alliance,247309,0.0,0.8621153651743166,0.660211840870348,0.2068752513934379,0.06701430787795208,0.6662762582209563,0.13902035431997736,0.16542858170447994,0.029274805754586367,DMK_Alliance,0.9999999886110843,DMK Safe
Tittakudi,DMK,DMK_Alliance,206770,0.0,0.8950229848239561,0.4978238120154117,0.39424083147029443,0.06297269657042287,0.5054155156836425,0.3690068386683706,0.10345770781361435,0.022119937834372515,DMK_Alliance,0.9934624247302208,DMK Safe
Udhagamandalam,INC,DMK_Alliance,187425,0.0,0.9670004798241677,0.46441581267451915,0.4265141528823121,0.045222604924097465,0.46816391043077654,0.4102183056412088,0.0729949992311623,0.048622784696852335,DMK_Alliance,0.9050955714331449,DMK Safe
Udumalaipettai,AIADMK,AIADMK_Alliance,228524,0.0,0.8559752785841371,0.3858755492441783,0.4985284886652466,0.044207081776927115,0.37513580002888586,0.46441197020085506,0.11434865307610628,0.04610357669415283,AIADMK_Alliance,0.01626905801324197,AIADMK Safe
Ulundurpettai,DMK,DMK_Alliance,297472,0.0,0.8844462547980151,0.4715114783155608,0.4500455375265976,0.0367567479263068,0.43427578761768076,0.36817556445654237,0.17724848847069538,0.020300159455081512,DMK_Alliance,0.6649915067645548,DMK Safe
Usilampatti,AIADMK,AIADMK_Alliance,264141,0.0,0.9048620650673317,0.30011340482699883,0.33529713476352035,0.07226381444899842,0.2686348288707237,0.2517039128490778,0.2194207973211794,0.26024046095901915,DMK_Alliance,0.15907149467108864,AIADMK Safe
Uthangarai,AIADMK,AIADMK_Alliance,233500,0.0,0.9031205037362502,0.3787422366023281,0.5417297567247361,0.05538111707920924,0.36833873226883546,0.5128885388792833,0.09802797487296044,0.020744753978920807,AIADMK_Alliance,0.0037620908139805653,AIADMK Safe
Uthiramerur,DMK,DMK_Alliance,243922,0.0,0.8434720666141057,0.4437725918994533,0.43606819013057585,0.05417305929349401,0.42812122282418325,0.37890671514877833,0.16427531842183424,0.02869674360520413,DMK_Alliance,0.6618047668071912,DMK Safe
Valparai,AIADMK,AIADMK_Alliance,172284,0.0,0.8639600425250236,0.4095073430138043,0.5029000082660569,0.05257212134571405,0.40546250345668094,0.4798403796450026,0.09374999545411065,0.02094712144420573,AIADMK_Alliance,0.06809227673205713,AIADMK Safe
Vandavasi,DMK,DMK_Alliance,211811,0.0,0.8291389224885403,0.5488078978781981,0.3554851753470915,0.04992095669287105,0.5433532436796801,0.3091836137000435,0.12650934143550688,0.020953801184769662,DMK_Alliance,0.9996988925020956,DMK Safe
Vaniyambadi,AIADMK,AIADMK_Alliance,240220,0.0,0.9204360403854628,0.4374490123528266,0.463259946209677,0.059085143449633414,0.4020573085179163,0.37917128291793784,0.19812495449116346,0.020646454072982396,DMK_Alliance,0.4375729449052842,Marginal
Vanur,AIADMK,AIADMK_Alliance,207984,0.0,0.8309853527564466,0.3868765367053038,0.5360851334738321,0.04712745872848612,0.35531459250842096,0.46840811970215146,0.1558941376363925,0.020383150153035046,AIADMK_Alliance,0.005586132920133668,AIADMK Safe
Vasudevanallur,DMK,DMK_Alliance,227369,0.0,0.9411163310498976,0.39077558121684547,0.37731761816228016,0.09512681870128098,0.3773779087772276,0.30802631708320166,0.21791532059325724,0.0966804535463135,DMK_Alliance,0.8427369563050073,DMK Safe
Vedaranyam,AIADMK,AIADMK_Alliance,186034,0.0,0.8568454505676715,0.42003036821460205,0.4980323927622422,0.05761103378463874,0.40602514224803227,0.4579505248989391,0.11531846059690262,0.0207058722561261,AIADMK_Alliance,0.12168655148934114,AIADMK Safe
Vedasandur,DMK,DMK_Alliance,241813,0.0,0.8261688054336982,0.4997231086915712,0.4173455978975033,0.0398676553407171,0.48380810587135653,0.36646745209668213,0.12906997991586783,0.020654462116093376,DMK_Alliance,0.9669538619089654,DMK Safe
Veerapandi,AIADMK,AIADMK_Alliance,248478,0.0,0.8086291789653186,0.4103092506995914,0.4992445306702667,0.043835102055413,0.38619996145067303,0.43991176913266883,0.15319660275712413,0.020691666659533918,AIADMK_Alliance,0.0349242397625617,AIADMK Safe
Velachery,INC,DMK_Alliance,211691,0.0,0.8720930711587342,0.38759238090926584,0.362965016919995,0.08019172221782088,0.38238616307569395,0.3166139926642491,0.1559908675288995,0.14500897673115742,DMK_Alliance,0.8410517500805716,DMK Safe
Vellore,DMK,DMK_Alliance,211063,0.0,0.8541118673972337,0.46859070923129087,0.4175565178238901,0.04741549424955114,0.4550554171604301,0.3646212766995868,0.1474387600239077,0.032884546116075504,DMK_Alliance,0.9224812967560442,DMK Safe
Veppanahalli,AIADMK,AIADMK_Alliance,243875,0.0,0.8654586620390579,0.44384106541354484,0.4762821668998396,0.040508723268386136,0.429996431235143,0.4349092955079885,0.11442905185507626,0.020665221401792205,AIADMK_Alliance,0.2691147091495259,AIADMK Safe
Vikravandi,DMK,DMK_Alliance,227355,0.0,0.8548562361584767,0.484100053197808,0.43465708073154735,0.042434290377394546,0.4584697049403584,0.3700424013450913,0.15098731617050198,0.020500577544048524,DMK_Alliance,0.9109451763900304,DMK Safe
Vilathikulam,DMK,DMK_Alliance,203732,0.0,0.8872262964446844,0.5404590564039984,0.3098600817137149,0.07075474519797331,0.5445158560815563,0.2592636535050636,0.1483796911423246,0.04784079927105549,DMK_Alliance,0.9999536931011479,DMK Safe
Vilavancode,INC,DMK_Alliance,225219,0.0,0.9769024567978347,0.5211813913582306,0.36494554207678925,0.07323816106198909,0.4761932883888893,0.251767960112695,0.2513537563541085,0.020684995144307314,DMK_Alliance,0.9993243825072341,DMK Safe
Villivakkam,DMK,DMK_Alliance,159764,0.0,0.8071783316239661,0.5283221830497182,0.2774893817838603,0.0757432751297782,0.5240019491796819,0.2049967950840481,0.19046594519059662,0.08053531054567334,DMK_Alliance,0.9999812091776031,DMK Safe
Villupuram,DMK,DMK_Alliance,244080,0.0,0.867374316367035,0.4992238601972078,0.4266474665625305,0.031118812847798497,0.4807796873879475,0.37563935458641945,0.12308708743837934,0.020493870587253778,DMK_Alliance,0.9473361125863037,DMK Safe
Viralimalai,AIADMK,AIADMK_Alliance,223084,0.0,0.8396370219540745,0.40626502535892833,0.5282670623452227,0.036371062386582775,0.3788549976454653,0.46967481473343636,0.13120478605007746,0.020265401571020955,AIADMK_Alliance,0.01183107387396602,AIADMK Safe
Virudhunagar,DMK,DMK_Alliance,198616,0.0,0.8941068430127083,0.4532423925746829,0.32128966033255624,0.08849409771390764,0.478874684388799,0.3157402239666678,0.07348407182841081,0.13190101981612232,DMK_Alliance,0.9981253691915984,DMK Safe
Virugampakkam,DMK,DMK_Alliance,196536,0.0,0.8461823285772102,0.4397203806324555,0.34046969903067653,0.06023526350340357,0.4411490944740917,0.30878117846373376,0.10702260739016209,0.14304711967201242,DMK_Alliance,0.9863795117155845,DMK Safe
Vriddhachalam,INC,DMK_Alliance,237836,0.0,0.8800950269946233,0.3917167342706395,0.5190256895096933,0.04392733335366535,0.3612904782103821,0.4504093813901052,0.16771288112692181,0.02058725927259091,AIADMK_Alliance,0.01013237128280727,AIADMK Safe
Yercaud,AIADMK,AIADMK_Alliance,270529,0.0,0.8243010189157566,0.4001523497011602,0.5212829184175721,0.055699720413185785,0.3466575352623232,0.41323885420116757,0.2200280296743264,0.020075580862182814,AIADMK_Alliance,0.0126434413135208,AIADMK Safe
